,seed,dataset,num_clients,split,split_args,model,model_params,glob_c_idx,glob_c_idx_ipcw,glob_ibs,iso_c_idx,iso_c_idx_ipcw,iso_ibs,fed_c_idx,fed_c_idx_ipcw,fed_ibs
380,37118,flchain,10,uniform,{'min_samples': 25},rsf,"{'params': {'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 200}",0.9221701743550762,0.9319906678658716,0.0438159093842028,0.9205209748681648,0.93039970276591,0.047388916619526,0.9219497363295168,0.9316250055118032,0.0466421103793814
381,37118,flchain,10,uniform,{'min_samples': 25},rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 400}",0.9221701743550762,0.9319906678658716,0.0438159093842028,0.9205209748681648,0.93039970276591,0.047388916619526,0.92026414556511,0.9302088324489104,0.0450104115572821
138,37118,metabric,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",cox_ph,{'epochs': 500},0.62379236941215,0.6367318369405917,0.1613819867855505,0.5612493859505486,0.5644843891771583,0.1775127957316617,0.6171811036515474,0.6329305289779501,0.164465374601575
142,37118,metabric,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deephit,{'epochs': 500},0.5866628459145243,0.5965157137893797,0.1784962019591563,0.5488200016374651,0.5549616958003062,0.1776357611973373,0.5934378581955133,0.6033404540667148,0.1729723795629204
139,37118,metabric,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deepsurv,{'epochs': 500},0.5892827902407074,0.5850378033079551,0.1822374575827731,0.6024705256263305,0.6067683727174903,0.1734296946595884,0.6250204683150483,0.6265629719945498,0.1652703497097301
141,37118,metabric,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nmtlr,{'epochs': 500},0.6219502210578025,0.6198876811864515,0.1734535122376864,0.5866648927460292,0.5885252641372384,0.1787299291684624,0.61896184706075,0.6257533136398469,0.1691052615564481
140,37118,metabric,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nnet-survival,{'epochs': 500},0.6321843785819551,0.6221392032547303,0.1674173580606017,0.5117815621418045,0.52446294566735,0.229676961166773,0.6004380219420338,0.6143091922035853,0.1747778378678395
143,37118,metabric,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",pc-hazard,{'epochs': 500},0.6270468315048305,0.6256090126369966,0.1689827430224318,0.504650401178975,0.5182666686698008,0.2326764649411278,0.5938472244964794,0.6079022348766423,0.1791982555938243
322,37118,metabric,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf,"{'params': {'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 15, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 200}",0.62379236941215,0.621709552867586,0.1647415614276371,0.5919948419846077,0.59318862775817,0.1766413437758204,0.609444080563288,0.6133976091734487,0.1680397886249444
323,37118,metabric,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 15, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 100}",0.62379236941215,0.621709552867586,0.1647415614276371,0.5919948419846077,0.59318862775817,0.1766413437758204,0.6068446045521533,0.6068272430944576,0.1699838019598766
132,37118,metabric,10,uniform,{'min_samples': 25},cox_ph,{'epochs': 500},0.6223595873587686,0.6350608482304981,0.1625433821066823,0.5700794170623874,0.5702439122384168,0.1762701421210368,0.6265555919436712,0.6372722619220376,0.1640526685604842
136,37118,metabric,10,uniform,{'min_samples': 25},deephit,{'epochs': 500},0.5866833142295726,0.596308243568459,0.1792421549939873,0.5566634599639758,0.5592682069350297,0.1783834723870068,0.6236081545767153,0.6384798809422105,0.1689460417380033
133,37118,metabric,10,uniform,{'min_samples': 25},deepsurv,{'epochs': 500},0.5895693466513836,0.5883297758630364,0.1819969807854281,0.599613148845587,0.6047703286349171,0.1698260502807188,0.6387137710823645,0.6414797364318741,0.161328491949742
135,37118,metabric,10,uniform,{'min_samples': 25},nmtlr,{'epochs': 500},0.623730964467005,0.6170473949716603,0.1751183596654994,0.5936855248075978,0.596516186669321,0.1740005865809729,0.6367078762076306,0.6326710854270274,0.1624582722539369
134,37118,metabric,10,uniform,{'min_samples': 25},nnet-survival,{'epochs': 500},0.6321843785819551,0.6221392032547303,0.1674173580606017,0.5157421811036514,0.5279537819674253,0.2272919316143581,0.6209677419354839,0.6278010371551085,0.1722683010479878
137,37118,metabric,10,uniform,{'min_samples': 25},pc-hazard,{'epochs': 500},0.6270468315048305,0.6256090126369966,0.1689827430224318,0.5222511052890126,0.5347113732076456,0.2253915829179948,0.6108768626166694,0.6159591195404394,0.1778562706412366
320,37118,metabric,10,uniform,{'min_samples': 25},rsf,"{'params': {'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 15, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 300}",0.6227075487145898,0.6196429373439994,0.1646703176560722,0.6033997871295236,0.6010325321744149,0.1743481390367903,0.6279679056820042,0.6262711218139565,0.1657675183580742
321,37118,metabric,10,uniform,{'min_samples': 25},rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 15, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 100}",0.6227075487145898,0.6196429373439994,0.1646703176560722,0.6033997871295236,0.6010325321744149,0.1743481390367903,0.6223391190437203,0.6224936837822476,0.1650066496571098
150,37118,support2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",cox_ph,{'epochs': 500},0.8209075430111458,0.8036204913036854,0.1276081803343384,0.8182382578962579,0.7996382208242366,0.1354023970656001,0.8414968331400835,0.823129758966735,0.1288042071060059
154,37118,support2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deephit,{'epochs': 500},0.8211467549696545,0.8061953543645115,0.1366500613176256,0.823192348002911,0.8086908041917678,0.1429306552175741,0.8407628319631746,0.8280497239109892,0.1294073315200922
151,37118,support2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deepsurv,{'epochs': 500},0.7830382356115922,0.7701633212752678,0.1453474228239171,0.8108343866319861,0.7957584357583884,0.140516907285115,0.8006121319112931,0.7882218569608279,0.1302912022292096
153,37118,support2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nmtlr,{'epochs': 500},0.8178291253616906,0.8037548935445983,0.1466970515107358,0.8187575602469419,0.8020639015898846,0.1489070853423555,0.8289171393453183,0.8141125908957696,0.1380651386202749
152,37118,support2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nnet-survival,{'epochs': 500},0.8395016591630019,0.8244263369283753,0.133121833241715,0.8196695601912303,0.8040899070140485,0.1320004927080497,0.8445449575720857,0.8292191520057545,0.1301693576655537
155,37118,support2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",pc-hazard,{'epochs': 500},0.8389626488110783,0.8238287144626253,0.1357221822558115,0.8179005755711316,0.8026505613272992,0.133090907584277,0.8198793146072502,0.8067728422371219,0.1311766494958094
378,37118,support2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 500, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 750}",0.8267081718565564,0.8033849042686506,0.1818187627848202,0.8218415142430351,0.7992873031233027,0.1885765017484403,0.8325432722942412,0.8087643020859604,0.1837457696043651
379,37118,support2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 500, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 350}",0.8267081718565564,0.8033849042686506,0.1818187627848202,0.8218415142430351,0.7992873031233027,0.1885765017484403,0.826572722872772,0.8038998202604319,0.1637026417601718
144,37118,support2,10,uniform,{'min_samples': 25},cox_ph,{'epochs': 500},0.8214186975309287,0.8041187608650001,0.1275852449982472,0.8168758291462535,0.7979969338869726,0.1347716055545236,0.8416207915931099,0.8228205166312076,0.1285866123189441
148,37118,support2,10,uniform,{'min_samples': 25},deephit,{'epochs': 500},0.8262617821465008,0.8108080335359857,0.1368409065965766,0.8316964549971623,0.8153088019053877,0.1436854121467055,0.841681378028016,0.8280179531703794,0.1325811185655923
145,37118,support2,10,uniform,{'min_samples': 25},deepsurv,{'epochs': 500},0.7860323893688217,0.77309241489185,0.1446673113512335,0.8085033061390773,0.7931132924236353,0.1412922923910513,0.844739948397071,0.8276350573964134,0.1237650259244582
147,37118,support2,10,uniform,{'min_samples': 25},nmtlr,{'epochs': 500},0.821273499005895,0.8070120304269327,0.1480567145157418,0.8195685827997201,0.803037959900959,0.1480058438638692,0.8332438464725812,0.8191612809849187,0.1251950772823926
146,37118,support2,10,uniform,{'min_samples': 25},nnet-survival,{'epochs': 500},0.8398206084410136,0.8246714440698458,0.1326597096690474,0.822757170265292,0.8071392373981311,0.1301126729075445,0.8459468023245692,0.8316486283177046,0.1276338175787464
149,37118,support2,10,uniform,{'min_samples': 25},pc-hazard,{'epochs': 500},0.8392321539870401,0.8240171579933331,0.1360187881950989,0.8210688979188212,0.8054105765293155,0.131203328292139,0.8173938779844913,0.8048542708503071,0.1237337609997208
376,37118,support2,10,uniform,{'min_samples': 25},rsf,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 500, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 800}",0.822159314467971,0.7992170411575563,0.1830211957967799,0.8226535465697283,0.800458985825502,0.1846754197725936,0.825365520747372,0.8041840426250043,0.1833147657207828
377,37118,support2,10,uniform,{'min_samples': 25},rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 500, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 600}",0.822159314467971,0.7992170411575563,0.1830211957967799,0.8226535465697283,0.800458985825502,0.1846754197725936,0.8252607131789423,0.8019623868465019,0.1622368122969891
442,37118,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",cox_ph,{'epochs': 500},0.8189884649511979,0.9842195201419104,0.1478046150598454,0.6922360248447205,0.4289541640776098,0.2681591971843348,0.792812777284827,0.0777520742063442,0.2305350035678528
446,37118,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deephit,{'epochs': 500},0.7923691215616682,0.9777865651209472,0.1391263224206105,0.7200088731144632,0.3415183599330683,0.3167011430722134,0.787488908606921,0.0769113607842835,0.2121277496215152
443,37118,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deepsurv,{'epochs': 500},0.7417923691215617,0.9748323138758904,0.2124418273446806,0.7379325643300799,0.4322334342721097,0.2475253141083772,0.8220940550133097,0.9785633931045484,0.1597110084771169
445,37118,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nmtlr,{'epochs': 500},0.7861579414374446,0.97448557738929,0.1588267527938112,0.7211623779946761,0.3408337588671841,0.2890729361252224,0.8034605146406388,0.9788393706687312,0.1573172396919859
444,37118,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nnet-survival,{'epochs': 500},0.7910381543921916,0.0802753565002344,0.1487329991474358,0.6879769299023957,0.4275643761787888,0.268025879020985,0.7795031055900621,0.0779569004924197,0.1787004007097552
447,37118,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",pc-hazard,{'epochs': 500},0.7968056787932565,0.9777001435583104,0.186024136889153,0.6978260869565217,0.2484698012196524,0.2584313080386228,0.8047914818101154,0.977983368588478,0.1622963123219021
440,37118,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 1000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 700}",0.8283052351375333,0.0861987279075025,0.2345274588174096,0.7557675244010646,0.2555445254107508,0.270872927543388,0.8181011535048802,0.0818101690400828,0.2609397847486602
441,37118,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 1000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 1100}",0.8283052351375333,0.0861987279075025,0.2345274588174096,0.7557675244010646,0.2555445254107508,0.270872927543388,0.8163265306122449,0.0854719017997891,0.2536698277797957
434,37118,whas500,10,uniform,{'min_samples': 25},cox_ph,{'epochs': 500},0.8194321206743567,0.9835932463370854,0.1479824683333069,0.7110913930789706,0.4317060496648694,0.2640211118560551,0.7866015971606034,0.0812137939446618,0.1940935295121969
438,37118,whas500,10,uniform,{'min_samples': 25},deephit,{'epochs': 500},0.7923691215616682,0.9777865651209472,0.1391263224206105,0.6732475598935227,0.3392672825582931,0.3352733308142726,0.8078970718722271,0.0805006291641495,0.1958830732516887
435,37118,whas500,10,uniform,{'min_samples': 25},deepsurv,{'epochs': 500},0.7426796805678794,0.9748981817483175,0.2127942398341482,0.760603371783496,0.3458390954674541,0.2423001763917902,0.8012422360248447,0.0812595749682497,0.1747988852158233
437,37118,whas500,10,uniform,{'min_samples': 25},nmtlr,{'epochs': 500},0.7861579414374446,0.97448557738929,0.1588267527938112,0.7325199645075421,0.4348298057900942,0.2628025304331859,0.8092280390417036,0.9792289798816768,0.1756913049625868
436,37118,whas500,10,uniform,{'min_samples': 25},nnet-survival,{'epochs': 500},0.7923691215616682,0.0796880324181123,0.1497583975360373,0.6516858917480037,0.154828790212049,0.2876120194952,0.7768411712511092,0.077422359421504,0.1807480625230058
439,37118,whas500,10,uniform,{'min_samples': 25},pc-hazard,{'epochs': 500},0.7968056787932565,0.9783861197078988,0.1870643638070288,0.688598047914818,0.4280205342352034,0.2676885575409898,0.792812777284827,0.0812849478690171,0.1988627983185054
432,37118,whas500,10,uniform,{'min_samples': 25},rsf,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 1000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 900}",0.8283052351375333,0.0855500307172859,0.2348876903721259,0.7661934338952973,0.3479009290688897,0.2687233864236611,0.8141082519964508,0.0856936642282811,0.2603253196044796
433,37118,whas500,10,uniform,{'min_samples': 25},rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 1000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 1200}",0.8283052351375333,0.0855500307172859,0.2348876903721259,0.7661934338952973,0.3479009290688897,0.2687233864236611,0.8110026619343389,0.0846503892407318,0.2583551577199016
54,50494,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",cox_ph,{'epochs': 500},0.5643315373284751,0.5494415178085507,0.1400260396786449,0.5347778897588961,0.5249077339265412,0.1451324420522352,0.5587690906271804,0.5490651052054298,0.1399344261526288
58,50494,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deephit,{'epochs': 500},0.4903044809675169,0.4958455588397527,0.1432868006096625,0.5450965191100086,0.5354197593129958,0.1557180735635797,0.543632258314598,0.5331229388815778,0.1387144118578629
55,50494,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deepsurv,{'epochs': 500},0.5458611132645942,0.5330457378274356,0.1493739667518051,0.5420555857043181,0.5300398060151347,0.1479770473902326,0.5683337855647724,0.5548944822391889,0.1410243536658955
57,50494,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nmtlr,{'epochs': 500},0.566618536320645,0.5506714575942087,0.1443012648700015,0.5497683928986743,0.5369784960692556,0.1421669116941129,0.5449695712845957,0.5375396625609125,0.1433610936751987
56,50494,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nnet-survival,{'epochs': 500},0.5657173036669509,0.5511292471926604,0.1405500995871007,0.5171757500581441,0.5109640840517857,0.145478046135922,0.5658723544460811,0.5504810047565561,0.1438621619186115
59,50494,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",pc-hazard,{'epochs': 500},0.5346102411039615,0.5259693339286562,0.1419077815249506,0.5219949220869835,0.5143715369666857,0.1457772530196887,0.5608041321032639,0.5453026932984577,0.146042558186794
342,50494,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 2000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 500}",0.569913365377161,0.5502795670082975,0.1391160416191092,0.5422014303434375,0.5311274354563379,0.1406980996408523,0.5568067292038142,0.5402991968423138,0.1386299130219853
343,50494,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 2000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 1000}",0.569913365377161,0.5502795670082975,0.1391160416191092,0.5422014303434375,0.5311274354563379,0.1406980996408523,0.5652521513295604,0.5470507171519493,0.1386253373461365
48,50494,Aids2,10,uniform,{'min_samples': 25},cox_ph,{'epochs': 500},0.5641377238545624,0.5491523434662422,0.1401147387142949,0.5233622761454376,0.5166745283581594,0.1426437013016965,0.5677038917745562,0.5535830045875451,0.139723936656823
52,50494,Aids2,10,uniform,{'min_samples': 25},deephit,{'epochs': 500},0.4910603535157764,0.496497063996396,0.1432947049601368,0.5348350647337001,0.5267908802207045,0.1513128385776314,0.5607750600821769,0.5502853022152701,0.1386411023611019
49,50494,Aids2,10,uniform,{'min_samples': 25},deepsurv,{'epochs': 500},0.5480221334987209,0.535212554684799,0.1496828377002795,0.5340840375222885,0.5256014675298404,0.1480719319557386,0.5666766803628188,0.5524660000184537,0.1388912987614937
51,50494,Aids2,10,uniform,{'min_samples': 25},nmtlr,{'epochs': 500},0.5510553143654547,0.5393077693103092,0.1446373151601009,0.5411165594232111,0.5309910124501606,0.1418866040150459,0.5800013566943174,0.5681841469504227,0.1401984766904147
50,50494,Aids2,10,uniform,{'min_samples': 25},nnet-survival,{'epochs': 500},0.5644575160865183,0.5504571479321781,0.140617891070379,0.5208717730056593,0.5154152105001206,0.1454491554539489,0.5678880145747732,0.5572539558136863,0.142755871960435
53,50494,Aids2,10,uniform,{'min_samples': 25},pc-hazard,{'epochs': 500},0.5360347701372199,0.5263894998373332,0.1416799795463355,0.5296660593844483,0.5214657181130606,0.1444396144663329,0.5707855260097682,0.5585557867733737,0.1446611556032086
340,50494,Aids2,10,uniform,{'min_samples': 25},rsf,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 2000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 2000}",0.5770069385223661,0.55760979311232,0.1391447233926061,0.5375983603380107,0.5294576492374311,0.1399968951959616,0.5591179548802233,0.5464523672856686,0.1389895625144724
341,50494,Aids2,10,uniform,{'min_samples': 25},rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 2000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 2000}",0.5770069385223661,0.55760979311232,0.1391447233926061,0.5375983603380107,0.5294576492374311,0.1399968951959616,0.5507064501124118,0.5411759751660503,0.1388714726445371
6,50494,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",cox_ph,{'epochs': 500},0.6924824452705494,0.7229740044083084,0.1722968200055838,0.5896117306897977,0.5866172831128232,0.1993385689529942,0.6674927715819909,0.7288244445006237,0.1793287152053452
10,50494,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deephit,{'epochs': 500},0.6833952912019826,0.7178008763354742,0.1918942743413151,0.5754440313919867,0.6430321011499851,0.2052009320321067,0.627633209417596,0.7071952244758947,0.1908056526167534
7,50494,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deepsurv,{'epochs': 500},0.6656340355225113,0.7241639839958918,0.2123758185476173,0.5843866171003718,0.5920581821022144,0.1991923550798505,0.644361833952912,0.5906579790737081,0.1943820640562255
9,50494,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nmtlr,{'epochs': 500},0.6412639405204461,0.7149082423146079,0.2369006740791693,0.5742255266418834,0.5637241869977379,0.207194583643389,0.6437422552664188,0.7001615305857218,0.2032325093469783
8,50494,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nnet-survival,{'epochs': 500},0.671003717472119,0.7289869084524954,0.1931574051263326,0.4901073936389922,0.5605618024716705,0.2397751505919897,0.607393638992152,0.6980427233888353,0.2061392244058344
11,50494,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",pc-hazard,{'epochs': 500},0.6877323420074349,0.7310400522278334,0.1945075706161053,0.5402519619991739,0.602970821336408,0.2233127576421693,0.5731102850061958,0.6960365794058714,0.2068057244519885
302,50494,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf,"{'params': {'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 300}",0.7160264353572904,0.7514103266532394,0.1796996020933892,0.6532011565468815,0.6994780307644424,0.1841392148604061,0.6825691862866584,0.7367624283491961,0.1776428832035707
303,50494,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 200}",0.7160264353572904,0.7514103266532394,0.1796996020933892,0.6532011565468815,0.6994780307644424,0.1841392148604061,0.6939281288723668,0.7423589097743134,0.1787077093695569
0,50494,GBSG2,10,uniform,{'min_samples': 25},cox_ph,{'epochs': 500},0.6947542337876911,0.726105751497097,0.172264787230696,0.6185873605947955,0.6501823356236297,0.1947280136354033,0.7019826517967782,0.7356012016865193,0.1714090427339477
4,50494,GBSG2,10,uniform,{'min_samples': 25},deephit,{'epochs': 500},0.6755472945064023,0.720491679864789,0.1927069397799522,0.6034696406443618,0.6222281354643465,0.2033698153656261,0.6767864518793887,0.7092020711742794,0.1862911425927418
1,50494,GBSG2,10,uniform,{'min_samples': 25},deepsurv,{'epochs': 500},0.6656340355225113,0.723468380886967,0.2124111432205103,0.6206939281288724,0.6298290067190594,0.2141265111264121,0.6974390747624948,0.7371247285754436,0.1698514648026242
3,50494,GBSG2,10,uniform,{'min_samples': 25},nmtlr,{'epochs': 500},0.6451879388682362,0.7237543219368583,0.2314141245304564,0.6238950846757538,0.6466013596818637,0.2022985971036397,0.681330028913672,0.7234977640111432,0.181086194288337
2,50494,GBSG2,10,uniform,{'min_samples': 25},nnet-survival,{'epochs': 500},0.6720363486162743,0.722209456283605,0.1917400121682982,0.5561751342420488,0.6325875685300154,0.2181052926570244,0.5648492358529533,0.6769318278939693,0.2080079364084438
5,50494,GBSG2,10,uniform,{'min_samples': 25},pc-hazard,{'epochs': 500},0.6908302354399009,0.7294234081564062,0.1948869022544606,0.5426889714993803,0.6288929474923618,0.2155162552894486,0.5716646014043784,0.6711713243236614,0.2059575017973944
300,50494,GBSG2,10,uniform,{'min_samples': 25},rsf,"{'params': {'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 200}",0.7277984304006608,0.7676273914995528,0.1814951808260627,0.666057414291615,0.7033306576690048,0.1874513362438404,0.6968194960760017,0.7355472140006297,0.179197458274304
